name,count
Usher syndrome type 2D,4
cone-rod dystrophy 3,4
"thrombophilia, familial, due to decreased release of tissue plasminogen activator",4
cone-rod dystrophy 20,4
cone-rod dystrophy 19,4
cone-rod dystrophy 18,4
cone-rod dystrophy 17,4
cone-rod dystrophy 8,4
cone-rod dystrophy 9,4
cone-rod dystrophy 12,4
Usher syndrome type 1G,4
cone-rod dystrophy 11,4
Usher syndrome type 1H,4
cone-rod dystrophy 10,4
Usher syndrome type 1J,4
cone-rod dystrophy 13,4
inflammatory bowel disease 17,4
progressive familial heart block type IB,4
retinitis pigmentosa 51,4
Fanconi anemia complementation group V,4
retinitis pigmentosa 37,4
Meckel syndrome 5,4
Meckel syndrome 6,4
retinitis pigmentosa 45,4
"trichothiodystrophy 5, nonphotosensitive",4
inflammatory bowel disease 3,4
autosomal dominant cutis laxa 3,4
inflammatory bowel disease 4,4
inflammatory bowel disease 8,4
inflammatory bowel disease 22,4
inflammatory bowel disease 21,4
inflammatory bowel disease 6,4
inflammatory bowel disease 24,4
inflammatory bowel disease 5,4
inflammatory bowel disease 18,4
"intellectual disability, X-linked 61",4
hereditary spherocytosis type 2,4
inflammatory bowel disease 12,4
inflammatory bowel disease 9,4
Fanconi anemia complementation group R,4
inflammatory bowel disease 23,4
Fanconi anemia complementation group U,4
Y-linked deafness 1,4
Seckel syndrome 6,4
nephronophthisis-like nephropathy 1,4
cleft palate-lateral synechia syndrome,4
schizophrenia 11,4
atopic dermatitis 9,4
Leber congenital amaurosis 16,4
schizophrenia 12,4
schizophrenia 7,4
schizophrenia 6,4
schizophrenia 8,4
schizophrenia 3,4
multiple mitochondrial dysfunctions syndrome 4,4
schizophrenia 1,4
autosomal dominant non-syndromic intellectual disability 41,4
autosomal dominant non-syndromic intellectual disability 43,4
autosomal dominant non-syndromic intellectual disability 42,4
thymus clear cell carcinoma,4
metaphyseal dysplasia-maxillary hypoplasia-brachydacty syndrome,4
pigmented paravenous retinochoroidal atrophy,4
dilated cardiomyopathy 1A,4
Leber congenital amaurosis 7,4
Leber congenital amaurosis 6,4
holoprosencephaly 7,4
type 1 diabetes mellitus 2,4
type 1 diabetes mellitus 3,4
type 1 diabetes mellitus 4,4
holoprosencephaly 6,4
atopic dermatitis 6,4
schizophrenia 14,4
early-onset myopathy-areflexia-respiratory distress-dysphagia syndrome,4
atopic dermatitis 5,4
globoszoospermia,4
Hermansky-Pudlak syndrome 5,4
Hermansky-Pudlak syndrome 6,4
"megalencephalic leukoencephalopathy with subcortical cysts 2B, remitting, with or without mental retardation",4
megalencephalic leukoencephalopathy with subcortical cysts 2A,4
lethal congenital contracture syndrome 4,4
retinitis pigmentosa 71,4
posterior polymorphous corneal dystrophy,4
retinitis pigmentosa 39,4
retinitis pigmentosa 2,4
retinitis pigmentosa 60,4
retinitis pigmentosa 69,4
retinitis pigmentosa 73,4
retinitis pigmentosa 57,4
retinitis pigmentosa 72,4
retinitis pigmentosa 74,4
choroid necrotic melanoma,4
atopic dermatitis 4,4
Usher syndrome type 1K,4
molybdenum cofactor deficiency type A,4
atopic dermatitis 7,4
maternal uniparental disomy of chromosome 20,4
phosphoribosylpyrophosphate synthetase superactivity,4
"thrombophilia due to protein S deficiency, autosomal recessive",4
Pitt-Hopkins-like syndrome 2,4
nephronophthisis 11,4
X-linked endothelial corneal dystrophy,4
familial benign flecked retina,4
"myeloproliferative disorder, chronic, with eosinophilia",4
distal muscular dystrophy 4,4
retinitis pigmentosa 40,4
retinitis pigmentosa 68,4
retinitis pigmentosa 61,4
Leber congenital amaurosis 8,4
spinocerebellar ataxia type 28,4
retinitis pigmentosa 55,4
retinitis pigmentosa 47,4
retinitis pigmentosa 54,4
chromosome 14q11-q22 deletion syndrome,4
retinitis pigmentosa 58,4
chromosome 4q21 deletion syndrome,4
chromosome 6q24-q25 deletion syndrome,4
retinitis pigmentosa 67,4
familial cold autoinflammatory syndrome 4,4
neurofibroma of the heart,4
nephronophthisis 19,4
nephronophthisis 18,4
nephronophthisis 15,4
nephronophthisis 13,4
nephronophthisis 9,4
Gaucher's disease type III,4
congenital generalized lipodystrophy type 1,4
XFE progeroid syndrome,4
ataxia with oculomotor apraxia type 3,4
apolipoprotein C-3 deficiency,4
Treacher Collins syndrome 2,4
"Klippel-Feil syndrome 3, autosomal dominant",4
adult familial myoclonic epilepsy 3,4
type 1 diabetes mellitus 7,4
type 1 diabetes mellitus 8,4
Fanconi renotubular syndrome 2,4
type 1 diabetes mellitus 11,4
"keratosis follicularis spinulosa decalvans, autosomal dominant",4
type 1 diabetes mellitus 13,4
type 1 diabetes mellitus 15,4
type 1 diabetes mellitus 17,4
type 1 diabetes mellitus 18,4
type 1 diabetes mellitus 19,4
branchiootorenal syndrome 2,4
type 1 diabetes mellitus 21,4
holoprosencephaly 2,4
type 1 diabetes mellitus 23,4
Waardenburg syndrome type 2B,4
colon adenoma,4
Waardenburg syndrome type 3,4
Waardenburg syndrome type 2C,4
type 1 diabetes mellitus 24,4
sclerosing adenosis of breast,4
syndrome,4
inflammatory bowel disease 27,4
anus lymphoma,4
venous hemangioma,4
amyotrophic lateral sclerosis type 11,4
Bothnia retinal dystrophy,4
clivus chordoma,4
pancreatic serous cystadenocarcinoma,4
endocervicitis,4
rectum lymphoma,4
fibrosarcoma of bone,4
inner ear cancer,4
superficial urinary bladder cancer,4
thymus mucoepidermoid carcinoma,4
papillary meningioma of the cerebellum,4
neurohypophysis granular cell tumor,4
breast adenomyoepithelioma,4
benign breast adenomyoepithelioma,4
breast papillomatosis,4
thrombocytopenia due to platelet alloimmunization,4
pediatric osteosarcoma,4
adult leptomeningeal melanoma,4
benign eccrine breast spiradenoma,4
ovarian clear cell adenocarcinoma,4
Wolffian adnexal neoplasm,4
chromosome 3q13.31 deletion syndrome,4
posterior myocardial infarction,4
spinal cord ependymoma,4
N syndrome,4
eye carcinoma,4
amyotrophic lateral sclerosis type 8,4
ureter adenocarcinoma,4
multiple synostoses syndrome,4
X-linked nonsyndromic deafness,4
laryngeal adenoid cystic carcinoma,4
prostate adenoid cystic carcinoma,4
cauda equina intradural extramedullary astrocytoma,4
cutaneous mucoepidermoid carcinoma,4
vagina sarcoma,4
vaginal yolk sac tumor,4
thymus adenocarcinoma,4
periosteal chondrosarcoma,4
malignant adult ependymoma,4
amyotrophic lateral sclerosis type 9,4
pediatric supratentorial ependymoma,4
brain ependymoma,4
bile duct mucoepidermoid carcinoma,4
integumentary system disease,4
partial retinal vein occlusion,4
spinal cord melanoma,4
vaginal squamous papilloma,4
fibroepithelial basal cell carcinoma,4
extrahepatic bile duct cystadenoma,4
mature gastric teratoma,4
metatypical basal cell carcinoma,4
gastrointestinal neuroendocrine benign tumor,4
musculoskeletal system cancer,4
Charcot-Marie-Tooth disease type 1,4
Scheie syndrome,4
ovarian mesodermal adenosarcoma,4
ADULT syndrome,4
pediatric ovarian germ cell tumor,4
gastric leiomyoma,4
esophagus squamous cell carcinoma,4
esophagus verrucous carcinoma,4
vulva verrucous carcinoma,4
esophageal lipoma,4
solitary plasmacytoma of chest wall,4
duodenum adenocarcinoma,4
Behr syndrome,4
atypical choroid plexus papilloma,4
rete testis adenocarcinoma,4
fibroepithelial polyp of urethra,4
maxillary sinus Schneiderian papilloma,4
fetal adenoma,4
visual pathway disease,4
pediatric testicular germ cell tumor,4
skull base meningioma,4
pancreatic delta cell neoplasm,4
chondroblastic osteosarcoma,4
bone osteosarcoma,4
pediatric extraocular retinoblastoma,4
mature teratoma of the ovary,4
myxoid liposarcoma of the ovary,4
gastric signet ring cell adenocarcinoma,4
hyperinsulinemic hypoglycemia,4
childhood extraosseous osteosarcoma,4
pediatric angiosarcoma,4
pediatric germ cell tumor,4
PSAT deficiency,4
bradyopsia,4
PSPH deficiency,4
papillary squamous carcinoma,4
epithelioid cell melanoma,4
thymus large cell carcinoma,4
mediastinum synovial sarcoma,4
pancreatic non-functioning delta cell tumor,4
"acromesomelic dysplasia, Hunter-Thompson type",4
Jansen's metaphyseal chondrodysplasia,4
peripheral nervous system ganglioneuroblastoma,4
du Pan syndrome,4
kidney liposarcoma,4
renal Wilms' tumor,4
ablepharon macrostomia syndrome,4
high myopia-sensorineural deafness syndrome,4
adult endodermal sinus tumor,4
larynx liposarcoma,4
urethra clear cell adenocarcinoma,4
mediastinum liposarcoma,4
periosteal osteogenic sarcoma,4
rectosigmoid cancer,4
lung sarcoma,4
long bone adamantinoma,4
sclerosing hepatic carcinoma,4
endometrial clear cell adenocarcinoma,4
renal papillary adenoma,4
liver leiomyosarcoma,4
gastric liposarcoma,4
breast juvenile papillomatosis,4
nervous system hibernoma,4
liver sarcoma,4
breast fibrosarcoma,4
invasive malignant thymoma,4
myostatin-related muscle hypertrophy,4
gastrointestinal carcinoma,4
gastric papillary adenocarcinoma,4
colon sarcoma,4
heart leiomyosarcoma,4
colon leiomyosarcoma,4
fallopian tube squamous cell carcinoma,4
gastric teratoma,4
lung leiomyosarcoma,4
spindle cell intraocular melanoma,4
keratinizing squamous cell carcinoma,4
basaloid squamous cell carcinoma,4
endometrial squamous cell carcinoma,4
heart sarcoma,4
urinary bladder villous adenoma,4
bladder flat intraepithelial lesion,4
gallbladder leiomyosarcoma,4
mucinous tubular and spindle cell carcinoma,4
Bartholin's gland adenocarcinoma,4
kidney leiomyosarcoma,4
biphasic synovial sarcoma,4
Neu-Laxova syndrome 2,4
plexiform schwannoma,4
prostate adenocarcinoma,4
urethra leiomyoma,4
prostate embryonal rhabdomyosarcoma,4
brain sarcoma,4
vulva adenocarcinoma,4
hepatobiliary disease,4
prostate rhabdomyosarcoma,4
amyotrophic lateral sclerosis type 12,4
pleomorphic rhabdomyosarcoma,4
vagina leiomyosarcoma,4
pancreatic signet ring cell adenocarcinoma,4
gallbladder adenocarcinoma,4
gallbladder signet ring cell adenocarcinoma,4
childhood testicular mixed germ cell tumor,4
multicentric reticulohistiocytosis,4
ovarian cystadenocarcinoma,4
conjunctival intraepithelial neoplasm,4
infant botulism,4
inverted follicular keratosis,4
gallbladder adenoma,4
neonatal diabetes mellitus,4
enteropeptidase deficiency,4
purine nucleoside phosphorylase deficiency,4
prostate leiomyosarcoma,4
esophagus leiomyosarcoma,4
myoepithelial carcinoma,4
myeloid neoplasm,4
neurofibroma of gallbladder,4
gallbladder leiomyoma,4
amyotrophic lateral sclerosis type 20,4
uterine ligament cancer,4
diffuse meningeal melanocytosis,4
lung leiomyoma,4
bizarre leiomyoma,4
amyotrophic lateral sclerosis type 16,4
urethra adenocarcinoma,4
Charcot-Marie-Tooth disease intermediate type,4
amyotrophic lateral sclerosis type 19,4
spinocerebellar ataxia type 5,4
infantile cerebellar-retinal degeneration,4
amyotrophic lateral sclerosis type 18,4
congenital adrenal insufficiency,4
nasal cavity lymphoma,4
flying phobia,4
Jackson–Weiss syndrome,4
carnitine-acylcarnitine translocase deficiency,4
basaloid squamous cell skin carcinoma,4
cystathioninuria,4
dyschromatosis universalis hereditaria,4
spinal canal and spinal cord meningioma,4
embryonal testis carcinoma,4
hypotrichosis–lymphedema–telangiectasia syndrome,4
brain oligodendroglioma,4
sweat gland carcinoma,4
Warburg micro syndrome,4
anus basaloid carcinoma,4
Bart-Pumphrey syndrome,4
apocrine adenoma,4
cancerophobia,4
Sabinas brittle hair syndrome,4
pancreatic cystadenoma,4
gallbladder papillomatosis,4
breast adenocarcinoma,4
ovary mixed epithelial carcinoma,4
labia majora carcinoma,4
meningeal melanomatosis,4
ureter small cell carcinoma,4
mature cataract,4
spinal cord lipoma,4
hemochromatosis type 2,4
Gasserian ganglion meningioma,4
immunodeficiency-centromeric instability-facial anomalies syndrome 4,4
gall bladder carcinoma in situ,4
Naegeli–Franceschetti–Jadassohn syndrome,4
esophagus liposarcoma,4
cervical mucinous adenocarcinoma,4
female reproductive organ benign neoplasm,4
internal auditory canal lipoma,4
gray zone lymphoma,4
sternum lymphoma,4
ovarian endometrial cancer,4
cervix endometriosis,4
adenosquamous prostate carcinoma,4
thymus adenosquamous carcinoma,4
pericardium disease,4
third cranial nerve disease,4
Matthew-Wood syndrome,4
malignant melanocytic peripheral nerve sheath tumor of mediastinum,4
scrotum squamous cell carcinoma,4
scrotum melanoma,4
spinal cord intramedullary teratoma,4
animal phobia,4
endocardium disease,4
Kahrizi syndrome,4
Dolichol kinase deficiency,4
bone lymphoma,4
hilar lung carcinoma,4
integumentary system cancer,4
gamma heavy chain disease,4
gluten allergy,4
mammary myofibroblastoma,4
familial encephalopathy with neuroserpin inclusion bodies,4
optic nerve sheath meningioma,4
GABA aminotransferase deficiency,4
trachea sarcoma,4
retroperitoneal sarcoma,4
hypotrichosis 10,4
gallbladder rhabdomyosarcoma,4
urethra inverted papilloma,4
ureter inverted papilloma,4
glottis verrucous carcinoma,4
hypotrichosis 9,4
malignant cystic nephroma,4
congenital disorder,4
gastric tubular adenocarcinoma,4
chronic pulmonary eosinophilia,4
pancreatic intraductal papillary-mucinous neoplasm,4
lung combined large cell neuroendocrine carcinoma,4
mediastinum rhabdomyosarcoma,4
childhood optic tract astrocytoma,4
acrofacial dysostosis Rodriguez type,4
anal gland adenocarcinoma,4
"acrofacial dysostosis, Catania type",4
rectum rhabdomyosarcoma,4
breast rhabdomyosarcoma,4
breast ductal adenoma,4
sarcomatoid transitional cell carcinoma,4
testis rhabdomyosarcoma,4
ovary rhabdomyosarcoma,4
cerebellar liponeurocytoma,4
clear cell squamous cell skin carcinoma,4
transvestism,4
anus rhabdomyosarcoma,4
chromosome 19q13.11 deletion syndrome,4
UV-sensitive syndrome,4
ocular albinism type 2,4
anal canal adenocarcinoma,4
cortical thymoma,4
hypotrichosis 1,4
congenital myasthenic syndrome 20,4
myoclonic dystonia 26,4
lung lymphoma,4
hereditary conventional renal cell carcinoma,4
breast malignant eccrine spiradenoma,4
Parkinson disease 17,4
RIDDLE syndrome,4
breast sarcoma,4
esophagus melanoma,4
plethora of newborn,4
central nervous system osteosarcoma,4
thiopurine S-methyltransferase deficiency,4
childhood vagina botryoid rhabdomyosarcoma,4
ceruminous carcinoma,4
corticosteroid-binding globulin deficiency,4
Meckel syndrome type 7,4
ischemic neuropathy,4
Waardenburg syndrome type 1,4
ureter leiomyoma,4
mucinous stomach adenocarcinoma,4
ovary adenocarcinoma,4
Marshall–Smith syndrome,4
immunodeficiency-centromeric instability-facial anomalies syndrome 3,4
early infantile epileptic encephalopathy 57,3
schizophrenia 19,3
nephrotic syndrome 16,3
Gulf War syndrome,3
metatropic dysplasia,3
early infantile epileptic encephalopathy 56,3
C-P angle neurinoma,3
congenital bile acid synthesis defect 4,3
spinocerebellar ataxia 46,3
mandibulofacial dysostosis with alopecia,3
postgerminal center chronic lymphocytic leukemia/small lymphocytic lymphoma,3
amyotrophic lateral sclerosis type 7,3
lidocaine allergy,3
nephrotic syndrome 15,3
intermediate cell type choroid melanoma,3
bladder urothelial papillary carcinoma,3
Eiken syndrome,3
Newfoundland cone-rod dystrophy,3
intraocular mixed cell type melanoma,3
dedifferentiated liposarcoma,3
Miyoshi muscular dystrophy 1,3
anus leiomyosarcoma,3
ovary leiomyosarcoma,3
disease of anatomical entity,3
primary ciliary dyskinesia 37,3
congenital disorder of glycosylation type Ia,3
cleft soft palate,3
breast myoepithelial carcinoma,3
vulvar childhood botryoid-type embryonal rhabdomyosarcoma,3
childhood pilocytic astrocytoma,3
X-linked adrenal hypoplasia congenita,3
Meckel syndrome 13,3
familial febrile seizures 10,3
mitochondrial DNA depletion syndrome,3
Pacinian tumor,3
intracystic papillary adenoma,3
endobronchial leiomyoma,3
"spinocerebellar ataxia, autosomal recessive 25",3
Seckel syndrome 9,3
breast liposarcoma,3
"spinocerebellar ataxia, autosomal recessive 26",3
infiltrating angiolipoma,3
liposarcoma of the ovary,3
autosomal recessive osteopetrosis 1,3
sensory system cancer,3
nemaline myopathy 11,3
phenobarbital allergy,3
intestinal botulism,3
acquired generalized lipodystrophy,3
Diamond-Blackfan anemia 14 with mandibulofacial dysostosis,3
intermediate malignant teratoma,3
immunodeficiency 47,3
immunodeficiency 50,3
nipple carcinoma,3
central nervous system embryonal carcinoma,3
alopecia-intellectual disability syndrome,3
acrofacial dysostosis Cincinnati type,3
autosomal dominant sideroblastic anemia,3
small cell osteogenic sarcoma,3
bile duct carcinoma in situ,3
bronchus carcinoma in situ,3
pontocerebellar hypoplasia type 1B,3
bone leiomyosarcoma,3
pontocerebellar hypoplasia type 2C,3
dermal unilateral segmental cavernous angioma,3
pontocerebellar hypoplasia type 2B,3
X-linked cerebellar ataxia,3
localized osteosarcoma,3
familial febrile seizures 7,3
pontocerebellar hypoplasia type 2E,3
cellular schwannoma,3
cerebellar ataxia type 9,3
